"vehicle_type","motive_power","make","model","no_vehicles"
"Light commercial vehicles","Battery/Fuel-cell electric","LAND ROVER","PERENTIE",0
"Light commercial vehicles","Battery/Fuel-cell electric","LAND ROVER","SERIES 3",0
"Light commercial vehicles","Battery/Fuel-cell electric","LDV","EV30",22
"Light commercial vehicles","Battery/Fuel-cell electric","LDV","T60",96
"Light commercial vehicles","Battery/Fuel-cell electric","LDV","UNKNOWN",3
"Light commercial vehicles","Battery/Fuel-cell electric","LEYLAND","MINI MOKE",3
"Light commercial vehicles","Battery/Fuel-cell electric","MAZDA","B2600",0
"Light commercial vehicles","Battery/Fuel-cell electric","MERCEDES-BENZ","EQA250",0
"Light commercial vehicles","Battery/Fuel-cell electric","MERCEDES-BENZ","EVITO",65
"Light commercial vehicles","Battery/Fuel-cell electric","MERCEDES-BENZ","VITO",0
"Light commercial vehicles","Battery/Fuel-cell electric","MITSUBISHI","MINICAB",31
"Light commercial vehicles","Battery/Fuel-cell electric","MITSUBISHI","TRITON",0
"Light commercial vehicles","Battery/Fuel-cell electric","MITSUBISHI","UNKNOWN",3
"Light commercial vehicles","Battery/Fuel-cell electric","NISSAN","E-NV200",18
"Light commercial vehicles","Battery/Fuel-cell electric","NISSAN","E25",0
"Light commercial vehicles","Battery/Fuel-cell electric","PEUGEOT","EXPERT",15
"Light commercial vehicles","Battery/Fuel-cell electric","PEUGEOT","PARTNER",176
"Light commercial vehicles","Battery/Fuel-cell electric","PEUGEOT","UNKNOWN",3
"Light commercial vehicles","Battery/Fuel-cell electric","PROTON","JUMBUCK",3
"Light commercial vehicles","Battery/Fuel-cell electric","RENAULT","KANGOO",235
"Light commercial vehicles","Battery/Fuel-cell electric","SKYWELL","EC11E",15
"Light commercial vehicles","Battery/Fuel-cell electric","SKYWELL","UNKNOWN",3
"Light commercial vehicles","Battery/Fuel-cell electric","SUBARU","BRUMBY",0
"Light commercial vehicles","Battery/Fuel-cell electric","SUBARU","UNKNOWN",3
"Light commercial vehicles","Battery/Fuel-cell electric","SUZUKI","MIGHTY BOY",0
"Light commercial vehicles","Battery/Fuel-cell electric","SUZUKI","SIERRA",3
"Light commercial vehicles","Battery/Fuel-cell electric","SUZUKI","UNKNOWN",0
"Light commercial vehicles","Battery/Fuel-cell electric","TOYOTA","HILUX",4
"Light commercial vehicles","Battery/Fuel-cell electric","TOYOTA","LANDCRUISER",4
"Light commercial vehicles","Battery/Fuel-cell electric","TOYOTA","UNKNOWN",0
"Light commercial vehicles","Battery/Fuel-cell electric","UNKNOWN","UNKNOWN",112
"Light commercial vehicles","Battery/Fuel-cell electric","VAUXHALL","UNKNOWN",0
"Light commercial vehicles","Battery/Fuel-cell electric","VOLKSWAGEN","ID.BUZZ",28
"Light commercial vehicles","Battery/Fuel-cell electric","VOLKSWAGEN","KOMBI",0
"Light commercial vehicles","Battery/Fuel-cell electric","VOLKSWAGEN","TRANSPORTER",3
"Light commercial vehicles","Battery/Fuel-cell electric","VOLKSWAGEN","TYPE 2",0
"Light commercial vehicles","Other","AUSTIN","HAMPSHIRE",0
"Light commercial vehicles","Other","BEDFORD","CF",9
"Light commercial vehicles","Other","BEDFORD","J1",3
"Light commercial vehicles","Other","BEDFORD","UNKNOWN",9
"Light commercial vehicles","Other","BENTLEY","MARK 6",0
"Light commercial vehicles","Other","CHEVROLET","APACHE",0
"Light commercial vehicles","Other","CHEVROLET","C10",8
"Light commercial vehicles","Other","CHEVROLET","C1500",3
"Light commercial vehicles","Other","CHEVROLET","C20",0
"Light commercial vehicles","Other","CHEVROLET","C30",13
"Light commercial vehicles","Other","CHEVROLET","C3500",7
"Light commercial vehicles","Other","CHEVROLET","CHEYENNE",0
"Light commercial vehicles","Other","CHEVROLET","EL CAMINO",0
"Light commercial vehicles","Other","CHEVROLET","G20",3
"Light commercial vehicles","Other","CHEVROLET","K1500",3
"Light commercial vehicles","Other","CHEVROLET","K20",3
"Light commercial vehicles","Other","CHEVROLET","K2500",0
"Light commercial vehicles","Other","CHEVROLET","K3500",3
"Light commercial vehicles","Other","CHEVROLET","MASTER",0
"Light commercial vehicles","Other","CHEVROLET","SILVERADO",7
"Light commercial vehicles","Other","CHEVROLET","STANDARD",0
"Light commercial vehicles","Other","CHEVROLET","STYLEMASTER",0
"Light commercial vehicles","Other","CHEVROLET","UNKNOWN",33
"Light commercial vehicles","Other","CHRYSLER","UNKNOWN",0
"Light commercial vehicles","Other","CHRYSLER","VALIANT",7
"Light commercial vehicles","Other","CHRYSLER","WAYFARER",3
"Light commercial vehicles","Other","DAIHATSU","DELTA",0
"Light commercial vehicles","Other","DATSUN","1500",0
"Light commercial vehicles","Other","DATSUN","UNKNOWN",3
"Light commercial vehicles","Other","DE SOTO","UNKNOWN",0
"Light commercial vehicles","Other","DODGE","AT4",3
"Light commercial vehicles","Other","DODGE","D300",0
"Light commercial vehicles","Other","DODGE","D5N",4
"Light commercial vehicles","Other","DODGE","UNKNOWN",13
"Light commercial vehicles","Other","ESSEX","UNKNOWN",3
"Light commercial vehicles","Other","FIAT","DUCATO",3
"Light commercial vehicles","Other","FORD","BRONCO",9
"Light commercial vehicles","Other","FORD","COURIER",95
"Light commercial vehicles","Other","FORD","CUSTOM",0
"Light commercial vehicles","Other","FORD","DE LUXE",0
"Light commercial vehicles","Other","FORD","ECONOVAN",24
"Light commercial vehicles","Other","FORD","F SERIES",4
"Light commercial vehicles","Other","FORD","F100",230
"Light commercial vehicles","Other","FORD","F150",94
"Light commercial vehicles","Other","FORD","F250",54
"Light commercial vehicles","Other","FORD","FALCON",21543
"Light commercial vehicles","Other","FORD","FREIGHTER",0
"Light commercial vehicles","Other","FORD","GALAXIE",3
"Light commercial vehicles","Other","FORD","JAILBAR",3
"Light commercial vehicles","Other","FORD","MAINLINE",8
"Light commercial vehicles","Other","FORD","MAVERICK",3
"Light commercial vehicles","Other","FORD","MODEL A",4
"Light commercial vehicles","Other","FORD","RANCHERO",3
